age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,management,married,secondary,no,8245,no,no,cellular,27,jul,1733,8,20,23,unknown,no
94,blue-collar,divorced,primary,no,15504,yes,yes,cellular,6,sep,1439,16,300,12,unknown,yes
64,retired,married,secondary,no,10359,no,no,unknown,26,dec,2294,36,216,26,unknown,no
93,unemployed,married,secondary,no,2527,no,no,cellular,29,jun,835,43,120,28,unknown,no
86,management,single,secondary,no,10667,no,no,cellular,31,dec,3510,40,295,9,unknown,no
48,technician,married,secondary,no,4693,no,no,cellular,1,jan,202,39,349,13,failure,no
47,student,married,secondary,no,2903,no,no,unknown,11,sep,3255,20,350,3,success,no
35,retired,married,secondary,no,-1945,yes,no,unknown,28,jul,122,47,261,1,failure,no
61,retired,married,tertiary,no,11414,yes,no,cellular,29,jan,400,8,254,18,unknown,yes
44,student,divorced,tertiary,yes,263,no,no,unknown,28,apr,766,10,10,18,unknown,no
43,entrepreneur,married,tertiary,no,6482,no,no,cellular,27,may,293,37,63,14,unknown,no
77,admin.,married,secondary,no,13050,no,no,cellular,10,feb,2327,32,121,8,unknown,no
35,management,married,tertiary,no,16378,yes,no,cellular,18,mar,3908,27,186,25,unknown,yes
73,student,married,secondary,no,15218,no,no,unknown,4,feb,2931,31,391,3,unknown,no
48,retired,single,secondary,no,18667,no,no,cellular,6,apr,3681,3,199,21,unknown,no
76,self-employed,married,secondary,no,3270,yes,no,unknown,29,jul,197,39,54,12,unknown,no
19,self-employed,single,tertiary,no,12272,yes,yes,cellular,19,may,3029,6,381,8,failure,no
56,admin.,married,tertiary,no,12526,no,no,telephone,9,jul,1930,17,294,11,unknown,yes
78,retired,single,tertiary,no,12742,yes,no,cellular,10,dec,3582,10,54,13,unknown,no
80,unemployed,married,secondary,no,18693,yes,no,unknown,20,jan,2799,21,331,25,unknown,no
35,admin.,married,tertiary,no,8106,yes,no,cellular,23,mar,2191,29,130,23,success,no
34,admin.,single,primary,no,8793,yes,no,cellular,27,feb,608,29,79,28,unknown,yes
56,technician,married,secondary,no,-499,yes,no,telephone,5,dec,3272,20,127,11,unknown,no
88,technician,married,tertiary,no,13295,no,no,cellular,22,jan,1147,15,218,24,unknown,yes
71,housemaid,married,secondary,no,13553,yes,no,telephone,25,may,186,2,271,21,failure,no
93,management,married,secondary,yes,9513,no,yes,cellular,16,mar,3397,33,260,29,unknown,no
52,services,single,secondary,no,19072,yes,no,cellular,25,aug,2511,12,250,12,unknown,no
28,student,married,tertiary,no,2136,no,no,cellular,22,may,3420,13,295,17,unknown,yes
78,admin.,divorced,primary,no,12705,yes,no,cellular,2,may,1794,44,322,4,unknown,no
61,technician,married,secondary,no,14403,no,no,cellular,9,jul,659,44,226,25,unknown,no
85,blue-collar,divorced,primary,no,15416,yes,yes,cellular,11,aug,2811,39,172,18,failure,no
42,housemaid,married,secondary,no,7016,yes,no,cellular,2,jan,3002,39,386,2,unknown,no
65,retired,divorced,tertiary,no,11947,yes,no,cellular,18,may,1955,38,252,25,unknown,no
49,management,married,secondary,no,17658,no,no,cellular,2,sep,2450,45,23,27,unknown,no
21,retired,married,primary,no,9853,yes,no,telephone,14,nov,1369,21,284,16,unknown,no
55,housemaid,divorced,secondary,no,12353,no,yes,telephone,23,dec,1986,41,125,26,unknown,no
80,entrepreneur,married,secondary,no,-1253,yes,no,cellular,27,sep,1534,16,255,19,unknown,no
64,self-employed,married,secondary,no,8558,yes,no,cellular,4,jul,146,34,288,28,unknown,no
18,management,single,secondary,no,14071,yes,no,cellular,8,apr,3219,27,178,6,unknown,no
20,student,married,tertiary,no,5004,no,no,cellular,8,feb,2911,43,79,2,unknown,no
79,self-employed,married,secondary,no,15351,yes,yes,cellular,1,may,1734,3,96,6,unknown,no
81,blue-collar,married,secondary,no,13641,yes,yes,cellular,1,apr,1843,9,201,5,other,no
34,retired,single,secondary,no,1547,no,no,cellular,4,jan,488,44,29,13,unknown,no
79,entrepreneur,married,secondary,no,17182,yes,no,cellular,18,jul,2976,34,60,27,unknown,no
52,blue-collar,divorced,primary,no,1015,no,no,cellular,29,mar,1959,19,162,0,unknown,no
30,services,single,secondary,no,16188,yes,no,telephone,19,jun,1663,38,262,13,unknown,no
52,retired,single,tertiary,no,23,no,yes,cellular,10,dec,2598,26,389,20,unknown,no
60,housemaid,married,secondary,yes,6592,no,no,cellular,18,may,2385,23,142,26,unknown,no
19,entrepreneur,divorced,secondary,no,18816,yes,yes,cellular,10,dec,2919,18,351,21,success,yes
73,management,married,primary,no,8512,yes,no,cellular,9,apr,640,45,65,10,unknown,yes
94,entrepreneur,single,secondary,no,1324,no,no,unknown,30,mar,1802,46,223,8,unknown,no
68,retired,married,secondary,no,16261,no,no,unknown,22,sep,2520,40,219,9,unknown,no
71,student,single,secondary,no,8879,yes,no,unknown,7,may,1969,41,340,21,failure,no
33,technician,married,secondary,no,1675,no,no,cellular,6,oct,2198,45,272,10,unknown,yes
35,blue-collar,married,secondary,no,8111,yes,no,unknown,1,jul,1438,49,18,23,unknown,no
24,entrepreneur,married,tertiary,no,14389,no,yes,cellular,30,apr,3369,38,269,17,unknown,no
62,self-employed,married,secondary,no,3533,no,no,telephone,5,jan,1634,10,48,16,unknown,no
53,blue-collar,married,secondary,no,7713,no,no,cellular,19,feb,262,43,306,13,unknown,no
58,self-employed,married,tertiary,no,3175,no,no,cellular,15,dec,1787,10,33,16,unknown,no
59,entrepreneur,married,primary,no,1878,no,yes,cellular,26,oct,2191,21,239,29,unknown,yes
24,technician,single,tertiary,no,17853,yes,no,cellular,24,may,2393,38,83,6,failure,no
32,blue-collar,married,secondary,no,7013,no,yes,cellular,31,dec,623,38,175,7,unknown,no
77,housemaid,married,secondary,yes,18717,yes,no,cellular,14,aug,1016,47,322,7,other,no
57,blue-collar,single,secondary,no,1093,yes,no,cellular,31,aug,3643,7,313,27,unknown,no
54,management,divorced,secondary,no,12776,yes,no,telephone,7,dec,880,12,333,18,unknown,no
83,entrepreneur,married,primary,no,9304,no,no,cellular,9,aug,2049,41,148,4,unknown,no
72,services,married,tertiary,no,15241,no,no,telephone,12,sep,2944,33,282,6,unknown,no
94,retired,married,tertiary,no,5618,yes,no,unknown,17,feb,1327,25,156,29,unknown,yes
73,admin.,single,secondary,no,5977,yes,no,cellular,18,apr,2301,28,392,12,unknown,no
61,unemployed,single,tertiary,no,550,yes,no,cellular,2,dec,3723,24,231,14,unknown,no
74,services,single,tertiary,no,-775,yes,no,cellular,17,nov,452,48,206,13,unknown,no
23,self-employed,married,secondary,no,14011,no,no,cellular,24,oct,3108,31,171,24,unknown,no
49,housemaid,single,tertiary,no,6845,no,no,unknown,28,jun,1183,18,165,20,unknown,no
91,housemaid,married,primary,no,5453,no,no,cellular,20,jun,3062,23,270,14,success,no
35,unemployed,married,tertiary,yes,7531,yes,no,telephone,7,dec,2056,7,14,28,unknown,yes
85,technician,married,tertiary,no,2556,no,no,cellular,10,dec,3304,8,31,13,unknown,yes
90,management,married,primary,no,717,yes,yes,unknown,15,may,3170,15,39,12,unknown,no
24,retired,single,secondary,no,1392,no,yes,cellular,1,feb,1682,38,75,19,unknown,no
25,services,single,tertiary,no,11486,no,no,telephone,24,aug,2863,28,211,3,unknown,yes
81,student,divorced,secondary,no,7254,no,no,telephone,11,jan,2255,27,90,21,unknown,no
24,admin.,married,secondary,no,4122,no,no,cellular,8,jan,1154,21,257,8,unknown,no
58,blue-collar,divorced,secondary,no,18912,yes,no,cellular,27,dec,403,44,232,13,unknown,no
57,unemployed,single,secondary,no,8724,no,yes,cellular,26,jan,2199,27,21,28,unknown,no
20,technician,married,primary,no,7800,yes,no,telephone,12,sep,2101,47,153,16,unknown,no
34,housemaid,divorced,secondary,no,15465,yes,no,cellular,3,may,3191,47,135,0,success,no
83,admin.,single,secondary,no,4639,yes,no,cellular,25,dec,1696,42,291,0,failure,no
69,student,married,tertiary,no,11445,yes,no,cellular,15,feb,3991,41,100,3,unknown,yes
39,housemaid,divorced,secondary,no,2750,no,no,cellular,21,nov,627,14,80,19,unknown,no
21,entrepreneur,single,secondary,no,11820,yes,no,cellular,5,jan,586,21,120,26,unknown,no
23,student,single,secondary,yes,654,yes,no,cellular,28,apr,1648,14,134,7,success,no
55,unemployed,divorced,primary,no,14539,yes,no,cellular,30,nov,1443,49,384,29,unknown,no
43,technician,married,tertiary,no,18680,no,no,cellular,5,feb,1445,43,218,4,unknown,no
28,blue-collar,single,tertiary,no,1069,no,no,cellular,17,mar,103,6,233,13,failure,no
34,self-employed,single,secondary,no,16347,yes,no,cellular,30,feb,3923,12,217,25,unknown,no
48,technician,married,secondary,no,18978,no,no,cellular,26,aug,253,28,338,19,unknown,no
94,retired,married,secondary,no,11713,no,yes,cellular,2,mar,3298,49,264,23,unknown,yes
52,student,single,secondary,no,5663,yes,no,unknown,1,feb,3183,29,234,22,unknown,no
33,blue-collar,married,primary,no,4303,no,no,cellular,18,jun,2557,37,58,13,unknown,no
35,services,single,secondary,no,4142,yes,no,cellular,25,jul,1496,38,64,21,other,no
79,technician,divorced,tertiary,no,7668,yes,no,cellular,9,sep,98,3,245,1,failure,no
44,student,married,secondary,no,1755,no,no,cellular,29,nov,2200,33,148,20,unknown,no
52,blue-collar,married,secondary,no,13429,yes,no,cellular,30,oct,1884,46,381,28,unknown,no
62,services,married,primary,no,-1170,yes,no,unknown,5,apr,2961,12,176,11,unknown,no
52,technician,married,primary,no,11625,no,no,cellular,20,may,1919,12,383,17,success,no
45,admin.,divorced,secondary,no,4574,no,no,cellular,13,nov,877,11,32,5,unknown,no
26,self-employed,married,secondary,no,11693,yes,no,telephone,2,jun,337,28,144,8,unknown,no
93,admin.,married,tertiary,no,4121,no,no,cellular,22,mar,3777,35,375,8,unknown,yes
32,retired,single,secondary,no,13526,yes,yes,cellular,13,mar,2869,34,268,21,unknown,no
38,student,single,secondary,no,-658,yes,no,cellular,25,mar,3234,22,240,3,unknown,yes
69,blue-collar,married,secondary,no,8356,no,no,cellular,29,may,3791,39,298,9,unknown,no
52,student,single,tertiary,no,8936,no,yes,unknown,8,nov,956,23,112,11,unknown,no
68,services,married,primary,no,10490,yes,no,cellular,10,jun,1704,12,328,24,failure,no
72,entrepreneur,single,secondary,no,-156,no,no,cellular,20,sep,160,19,320,20,unknown,no
94,technician,married,tertiary,no,11249,no,no,cellular,6,sep,1603,31,39,7,unknown,no
61,entrepreneur,married,primary,no,14845,no,no,cellular,11,dec,2848,13,161,27,other,no
82,technician,single,tertiary,no,17375,yes,yes,telephone,14,may,397,19,35,24,unknown,no
42,retired,married,secondary,no,-1800,no,no,cellular,25,aug,1300,36,364,20,unknown,no
64,entrepreneur,married,secondary,no,14899,no,no,unknown,10,jul,815,22,205,21,unknown,no
73,student,divorced,secondary,no,3871,no,no,cellular,10,apr,3987,44,373,19,unknown,no
55,student,single,secondary,no,11517,no,no,unknown,31,jan,1527,30,234,15,unknown,no
28,services,married,tertiary,no,19834,yes,no,cellular,11,mar,1919,4,106,11,success,yes
84,student,single,secondary,no,19223,yes,no,cellular,4,nov,1415,13,84,16,unknown,no
32,management,single,primary,no,17615,yes,no,unknown,25,oct,1158,20,91,16,unknown,no
18,admin.,single,tertiary,no,1696,yes,no,cellular,28,may,1218,39,223,20,unknown,no
24,services,married,tertiary,no,7467,no,no,unknown,24,oct,400,6,39,18,failure,no
18,housemaid,single,secondary,no,17677,no,no,cellular,3,mar,639,44,395,6,unknown,no
66,unemployed,single,secondary,no,16013,no,yes,cellular,9,nov,3104,12,92,28,unknown,no
90,retired,single,primary,no,18402,yes,yes,telephone,29,apr,2735,16,384,19,unknown,no
46,self-employed,married,tertiary,no,2489,yes,no,unknown,28,sep,459,45,271,3,unknown,no
43,technician,single,tertiary,no,16,yes,yes,unknown,5,sep,954,17,352,19,unknown,no
62,services,married,primary,no,6358,no,yes,unknown,1,nov,3954,8,305,21,failure,yes
88,entrepreneur,single,secondary,no,-1025,no,no,cellular,11,sep,469,33,233,8,unknown,no
29,unemployed,divorced,secondary,no,18931,no,no,cellular,8,sep,3446,44,42,27,unknown,no
49,management,married,secondary,no,5305,yes,no,telephone,21,dec,1045,39,342,11,unknown,yes
37,housemaid,married,tertiary,no,15243,no,no,cellular,5,jan,2797,12,132,12,failure,no
68,entrepreneur,married,primary,no,18328,yes,no,unknown,2,sep,1693,26,64,8,unknown,no
53,student,single,secondary,no,-1791,yes,no,cellular,9,dec,2085,19,350,28,unknown,no
84,admin.,married,primary,no,11055,yes,no,cellular,6,dec,2277,13,81,10,unknown,no
18,management,single,secondary,yes,7800,yes,no,cellular,11,nov,3436,10,148,4,unknown,no
44,unemployed,divorced,secondary,no,-1787,no,yes,cellular,10,dec,562,34,70,28,unknown,no
57,student,single,tertiary,no,3782,no,no,cellular,12,nov,2485,31,320,26,failure,no
31,blue-collar,single,tertiary,no,5402,yes,no,cellular,3,feb,1799,27,278,28,failure,no
86,blue-collar,married,primary,yes,-1697,yes,no,unknown,7,aug,3354,3,90,7,unknown,no
23,unemployed,divorced,tertiary,no,15244,yes,no,cellular,18,sep,2074,44,385,19,unknown,yes
50,blue-collar,married,tertiary,no,18431,yes,no,cellular,23,dec,225,5,254,11,unknown,no
72,retired,married,secondary,no,16239,no,no,unknown,12,aug,3348,5,161,23,unknown,no
36,services,married,primary,no,4951,no,no,unknown,31,sep,797,37,312,15,unknown,no
94,technician,single,primary,no,9653,yes,no,cellular,11,may,3680,7,271,9,unknown,no
46,services,single,secondary,yes,167,yes,no,telephone,2,oct,2331,40,359,14,unknown,no
78,housemaid,married,tertiary,no,3959,yes,no,cellular,27,dec,2926,48,339,24,unknown,no
87,services,single,secondary,no,16017,yes,no,unknown,21,jul,959,42,175,11,unknown,no
41,services,single,tertiary,no,474,no,yes,telephone,10,nov,1504,13,280,23,unknown,no
40,admin.,married,tertiary,no,11855,no,yes,cellular,13,mar,452,34,195,23,unknown,no
27,technician,single,secondary,no,19424,yes,yes,unknown,26,apr,3067,36,159,13,unknown,no
71,student,married,tertiary,no,377,yes,yes,unknown,13,apr,3900,34,300,24,unknown,yes
58,services,married,primary,no,17795,yes,no,cellular,15,oct,815,3,91,12,unknown,no
66,technician,single,primary,no,19043,yes,no,cellular,25,apr,658,10,167,15,unknown,no
34,self-employed,married,secondary,no,2275,yes,no,cellular,13,nov,3587,43,140,9,unknown,no
73,blue-collar,married,secondary,no,18769,no,no,telephone,9,aug,546,35,260,29,unknown,no
62,entrepreneur,single,secondary,yes,10474,no,no,telephone,6,feb,1215,37,144,7,unknown,no
47,admin.,divorced,tertiary,no,7552,yes,no,cellular,3,dec,3120,6,238,19,unknown,no
61,blue-collar,single,tertiary,no,5275,yes,no,cellular,31,feb,3583,21,70,13,success,no
91,technician,married,secondary,no,13485,yes,no,unknown,28,may,16,45,393,4,unknown,no
72,blue-collar,married,secondary,no,-1228,yes,no,unknown,20,jun,3243,5,186,25,unknown,no
36,services,single,secondary,no,9969,no,no,unknown,20,apr,1243,3,34,5,unknown,no
46,entrepreneur,married,secondary,no,16216,no,no,telephone,9,dec,2205,20,183,20,unknown,no
19,services,married,secondary,no,11345,yes,no,cellular,4,jul,2524,30,143,8,unknown,no
53,housemaid,married,tertiary,no,5605,no,no,cellular,20,oct,1069,12,307,12,unknown,no
36,services,single,secondary,no,-701,no,yes,cellular,5,apr,3444,35,154,28,unknown,yes
24,entrepreneur,married,secondary,no,13853,yes,no,cellular,22,aug,2565,32,398,12,unknown,no
43,management,married,tertiary,no,10097,yes,yes,unknown,24,feb,2146,19,189,1,unknown,no
55,self-employed,married,tertiary,no,6337,yes,no,cellular,12,oct,3963,15,261,21,unknown,no
20,technician,married,primary,no,3163,no,no,cellular,17,apr,1768,10,102,12,other,no
83,self-employed,married,primary,no,10134,no,yes,cellular,5,nov,1060,26,279,25,unknown,no
88,housemaid,married,tertiary,no,-161,no,no,unknown,25,jul,2327,6,242,1,unknown,no
60,self-employed,married,tertiary,no,2594,no,no,cellular,26,may,3420,48,86,26,unknown,no
79,blue-collar,married,tertiary,no,15186,no,yes,cellular,4,oct,2544,47,132,14,other,no
88,unemployed,married,secondary,no,8190,yes,yes,cellular,8,nov,301,26,198,23,unknown,no
41,admin.,married,tertiary,no,18334,no,no,cellular,9,feb,180,2,85,23,unknown,no
56,entrepreneur,married,secondary,no,15702,no,no,telephone,17,mar,606,49,92,20,unknown,yes
85,admin.,married,tertiary,no,14359,yes,no,cellular,24,apr,3170,48,180,11,unknown,yes
61,entrepreneur,married,secondary,no,2626,yes,no,cellular,8,may,699,32,158,9,unknown,no
22,technician,married,tertiary,no,9990,yes,no,unknown,5,jul,992,3,34,23,unknown,no
72,self-employed,divorced,secondary,no,8450,yes,no,telephone,10,mar,1139,19,97,20,unknown,no
47,technician,married,tertiary,no,940,no,no,cellular,18,sep,190,36,146,3,unknown,no
46,services,divorced,secondary,no,5398,yes,yes,cellular,28,oct,2300,20,33,24,unknown,no
43,services,married,tertiary,no,3458,no,no,cellular,23,mar,980,30,210,7,unknown,no
43,admin.,married,tertiary,no,52,yes,yes,telephone,14,may,2975,37,384,3,unknown,no
54,retired,single,secondary,no,10044,no,no,cellular,27,may,2006,45,168,1,unknown,no
70,retired,married,tertiary,no,4305,no,no,cellular,27,jul,1184,20,121,17,unknown,no
47,unemployed,married,primary,no,6407,no,no,cellular,5,jun,3327,34,308,17,success,no
20,retired,divorced,secondary,no,-1215,yes,yes,unknown,15,nov,3394,44,207,13,unknown,yes
60,housemaid,married,tertiary,no,4979,no,no,unknown,28,mar,127,17,125,26,unknown,no
24,blue-collar,married,secondary,no,-365,yes,no,unknown,5,dec,2065,42,191,27,unknown,no
66,blue-collar,married,tertiary,no,12279,no,no,cellular,22,jan,1816,23,61,29,success,no
90,services,divorced,tertiary,no,12272,yes,yes,unknown,12,jun,1758,41,54,28,unknown,no
58,retired,single,secondary,no,8491,no,no,cellular,10,nov,2613,9,347,28,unknown,no
94,unemployed,married,secondary,yes,9944,no,no,cellular,8,jun,569,27,373,9,unknown,no
71,entrepreneur,married,secondary,no,1109,no,no,unknown,27,apr,1346,17,10,11,unknown,yes
86,services,single,primary,no,10515,no,no,unknown,1,feb,1895,41,239,7,unknown,no
44,technician,married,tertiary,no,3004,yes,no,telephone,3,sep,2733,46,307,21,unknown,no
25,retired,married,tertiary,no,5445,yes,no,unknown,28,jun,3863,17,223,16,unknown,no
49,services,single,secondary,no,-1716,yes,no,unknown,16,jan,625,49,25,11,success,no
81,retired,married,secondary,no,9773,yes,no,cellular,23,aug,3359,2,329,28,unknown,no
27,housemaid,single,tertiary,no,8202,no,yes,cellular,30,oct,2901,15,342,25,unknown,no
30,student,divorced,secondary,no,413,no,no,cellular,11,jul,1686,11,47,19,unknown,no
80,unemployed,single,secondary,no,16027,no,no,cellular,9,nov,3009,37,300,2,unknown,no
52,admin.,married,secondary,no,5235,yes,no,unknown,10,nov,3710,41,288,9,unknown,no
78,management,married,tertiary,no,7319,yes,no,unknown,2,jun,154,9,77,10,unknown,no
71,unemployed,married,primary,no,4335,no,no,telephone,20,dec,2537,14,8,13,unknown,yes
25,retired,married,secondary,no,15027,no,no,telephone,11,nov,1409,8,333,6,failure,no
46,technician,married,tertiary,no,6217,yes,no,cellular,20,nov,784,43,227,25,success,yes
58,technician,married,primary,no,8237,no,no,unknown,11,jan,3175,12,246,4,unknown,no
47,admin.,married,tertiary,no,13966,yes,no,unknown,7,oct,3464,7,104,0,unknown,yes
38,self-employed,married,secondary,no,1937,yes,no,cellular,21,may,3882,3,1,11,success,no
93,technician,married,secondary,no,2807,no,no,cellular,28,apr,245,26,375,15,unknown,no
28,services,married,primary,no,12950,no,no,cellular,11,jul,3247,3,371,5,failure,no
